frame_idx,timestamp,smoothed_vel,hand_vis,state
621,20.7,0.14015886487807025,True,CAPTURING
624,20.8,0.1400227937873432,True,CAPTURING
627,20.9,0.09064196473493008,True,CAPTURING
630,21.0,0.07877743955213783,True,CAPTURING
633,21.1,0.09311914440035775,True,CAPTURING
636,21.2,0.1069573626699554,True,CAPTURING
639,21.3,0.09064015189718742,True,CAPTURING
642,21.4,0.07715504680414467,True,CAPTURING
645,21.5,0.06295015991377316,True,CAPTURING
648,21.6,0.03582996091237336,True,CAPTURING
651,21.7,0.012566515156914478,True,CAPTURING
654,21.8,0.011634098669749345,True,CAPTURING
657,21.9,0.012618810389737584,True,CAPTURING
660,22.0,0.033489244495509315,True,CAPTURING
663,22.1,0.06574946566777651,False,CAPTURING
666,22.2,0.11389141188960976,False,CAPTURING
669,22.3,0.15345064538060865,False,CAPTURING
672,22.4,0.17309394853414295,False,CAPTURING
675,22.5,0.16222005628494102,False,CAPTURING
678,22.6,0.16208037449322948,False,CAPTURING
681,22.7,0.11108585089346452,False,CAPTURING
684,22.8,0.06978854973825208,False,CAPTURING
687,22.9,0.046589455043405836,False,CAPTURING
690,23.0,0.033546610954440226,False,CAPTURING
693,23.1,0.0,False,CAPTURING
696,23.2,0.0,False,IDLE
699,23.3,0.0,False,IDLE
702,23.4,0.0,False,IDLE
705,23.5,0.0,False,IDLE
708,23.6,0.0,False,IDLE
711,23.7,0.0,False,IDLE
714,23.8,0.0,False,IDLE
717,23.9,0.0,False,IDLE
720,24.0,0.0,False,IDLE
723,24.1,0.0,False,IDLE
726,24.2,0.0,False,IDLE
729,24.3,0.0,False,IDLE
732,24.4,0.0,False,IDLE
735,24.5,0.0,False,IDLE
738,24.6,0.0,False,IDLE
741,24.7,0.0,False,IDLE
744,24.8,0.0,False,IDLE
747,24.9,0.0,False,IDLE
750,25.0,0.0,False,IDLE
753,25.1,0.0,False,IDLE
